"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"b0061",253.566472577319,-1.88467090643889,0.296371998548498,-6.35913958022077,2.02886984866668e-10,1.23301803696906e-09
"b0062",1050.47794819143,-1.10686500101858,0.266385465152237,-4.15512535710615,3.25109246726711e-05,0.000100153480364176
"b0063",669.667647441957,-1.67445589698996,0.257992568474615,-6.49032608532178,8.56507868379477e-11,5.43095123716852e-10
"b0064",1567.40658441882,0.620309998961685,0.263170083275276,2.35706882500334,0.0184198325671951,0.0331246659273742
"b0066",520.170375872337,-0.82783082996644,0.224543987632951,-3.68672008853627,0.000227162984236932,0.000604912353504749
"b0067",577.713515529022,-1.16908106462544,0.223003055536096,-5.24244415313051,1.58463361992228e-07,6.76259136389367e-07
"b0068",850.444277087346,-1.22523902426575,0.215303288240941,-5.69075853079684,1.2647625884271e-08,6.16680793115834e-08
"b0069",598.080074258394,0.67064947779783,0.242705331733684,2.7632251545826,0.00572332710117933,0.011517245523341
"b4662",105.606483793116,2.03680487588926,0.378570691265648,5.38024977337721,7.4382563091677e-08,3.28339912529533e-07
"b0070",437.813456132695,-0.768808388282082,0.242028620857689,-3.17651848594441,0.00149054289620353,0.00338484098805963
"b0071",294.152366736339,0.815124678457912,0.267628459091932,3.04573243527106,0.00232114291683563,0.00507279147512454
"b0072",431.421066098677,0.927766974667632,0.226180574749357,4.10188618406219,4.09795848613602e-05,0.000123902636480321
"b0073",307.964473247592,0.968410993143349,0.263540802838888,3.67461502246152,0.000238208314680108,0.000631549794295636
"b0074",340.319096492967,0.802003127176672,0.317949218816292,2.52242521671381,0.0116548728739377,0.0219245989938997
"b0080",4568.94702420105,0.709850542209747,0.21215715903652,3.34587126559117,0.000820244680367737,0.0019736119875893
"b0081",1983.57417920429,0.415332667712221,0.180840113051208,2.29668440648791,0.0216367796348533,0.0382270800545804
"b0082",3029.66518438834,0.686456651978839,0.173170778288543,3.96404438880006,7.369054090618e-05,0.000213248910515384
"b0083",789.293562256245,0.522541766952208,0.210136482834218,2.48667799091534,0.0128942050360405,0.0240427330825863
"b0085",3727.74288268568,0.852754602105339,0.200054520960965,4.26261100228638,2.02052073879805e-05,6.51295514740224e-05
"b0086",3308.62754163804,0.743867533934881,0.178993025272494,4.15584647950632,3.24085395354719e-05,0.000100031730903888
"b0087",3119.28857444532,1.08342817229858,0.198202733375244,5.46626251741646,4.59623496031715e-08,2.09422435034e-07
"b0088",3811.49066463778,0.80811464814163,0.183478831556321,4.40440262937672,1.06075771709095e-05,3.59403692963245e-05
"b0089",2568.35952374872,0.639726129162198,0.193993747731286,3.29766364454346,0.000974928453024147,0.00231559154408087
"b0090",3274.26045841982,0.558166496196244,0.19473583970518,2.86627513990892,0.00415333098261691,0.00864920472668677
"b0091",4944.3523074117,0.667585573498776,0.196293161428578,3.40096195221595,0.000671491732380382,0.00164461196810484
"b0092",3708.1156737416,0.662840461848583,0.177503877888952,3.73423087839953,0.000188289708467664,0.000509390907729484
"b0093",2943.50055399581,0.496970275818762,0.187571141819576,2.64950285527822,0.00806102910850862,0.0157944043779647
"b0094",5064.49740789764,0.440356063780352,0.184928060406536,2.38122901852914,0.0172549807198175,0.0311603355527739
"b0095",14077.6623222098,0.795691270195643,0.191893150082868,4.14653295259382,3.37547618897142e-05,0.000103684069468622
"b0096",50839.5985739358,0.769711136577926,0.178918587883324,4.30201884378759,1.69248913658627e-05,5.55691866671748e-05
"b0104",1577.16517614498,-1.79543817889434,0.217467804192153,-8.25611030361028,1.50496552552677e-16,1.71614617185069e-15
"b0106",218.709989513983,-1.91356629952692,0.300848918439554,-6.36055568839079,2.01025156126706e-10,1.2234558282489e-09
"b0107",314.357319533418,-0.687093184137429,0.276333861901211,-2.48646032523898,0.0129020955072827,0.0240468757213941
"b0108",37.1341235739377,-1.34590043759123,0.606764899697346,-2.21815803495318,0.0265440589363206,0.0455870032420535
"b0109",1383.53313099601,0.611302210191314,0.195732853339826,3.12314565368333,0.00178929175675248,0.00399903879459642
"b0110",612.913389869482,1.13834387509773,0.232082626542549,4.90490775658743,9.34712553081838e-07,3.64100151531052e-06
"b0111",968.347474873383,1.06675821381535,0.201345885708478,5.29813763048464,1.16989773933603e-07,5.06398592884024e-07
"b0112",1275.93893137059,0.807914786252504,0.193481561353774,4.17566811327959,2.97112735677087e-05,9.23334963181103e-05
"b0114",24701.4398524364,0.991123124276521,0.331102269745409,2.99340480220391,0.00275883561137974,0.00593758531885989
"b0115",23643.6762677148,1.33281803842936,0.296412972360452,4.49649024405245,6.90843478282908e-06,2.3981653313225e-05
"b0116",16075.903063042,0.634879918658323,0.186884878652232,3.39717115283441,0.000680863675454727,0.00166372333599018
"b0119",1953.06505169648,1.58879526093376,0.196175873214669,8.09883108915841,5.54897649228697e-16,5.94413087885892e-15
"b0126",1996.13310186259,-0.655284186238214,0.177565356519103,-3.69038307406387,0.000223916595819123,0.000596642085090903
"b0127",1419.29481328889,-0.875276539543807,0.202489684612645,-4.32257347438797,1.54219699517798e-05,5.08313881394328e-05
"b0129",627.943329784761,0.505776053084826,0.229342047163165,2.20533504144137,0.0274305926390595,0.047014373323188
"b0130",546.8444545791,-1.04296352555477,0.223693556152179,-4.66246566729547,3.12443223183017e-06,1.12990976363372e-05
"b0133",2817.24148852063,0.693497906466923,0.185177876540396,3.74503649908545,0.000180367551866209,0.00048889402876451
"b0135",70.1862343355272,-2.55179746451075,0.561169339671717,-4.54728596897961,5.43421377720264e-06,1.90985375666061e-05
"b0137",16.3715007663826,-3.67483444004662,1.06177796088797,-3.46101970036497,0.000538133430206551,0.0013412232731705
"b0138",22.9123384575468,-4.14305465230226,1.08398100321603,-3.82207311752729,0.000132334435916192,0.000367624542997043
"b0139",66.4759184167103,-3.31407392193417,0.665382767823861,-4.98070296105333,6.33537191104952e-07,2.52581274874738e-06
"b0140",14.9719649844971,-2.96432136576624,1.22144574450578,-2.42689565140337,0.0152286352380814,0.0278928629878849
"b0141",22.3378325247727,-3.50194486671256,1.04335895542404,-3.35641425082637,0.000789602020691035,0.0019031203248701
"b0142",120.920570040839,-1.67486076066424,0.364115487900158,-4.59980642494255,4.22883718550067e-06,1.49364923737667e-05
"b0143",3382.40090373833,-1.81369785815578,0.217867217780881,-8.32478551215492,8.44815708929377e-17,9.84535230021543e-16
"b0144",607.735600515882,-1.60158929491758,0.258075266848484,-6.20589998598305,5.4384758563791e-10,3.14734168932608e-09
"b0146",4390.59474394367,0.671471996668004,0.173392996820836,3.87254392610691,0.000107705256808541,0.000303874621863678
"b0151",541.1805626731,0.506473050374285,0.23180601624821,2.18490036872887,0.0288961524822017,0.0492279031443773
"b0154",4218.24064877732,0.572602770989901,0.184574599832586,3.10228369184746,0.00192033831437755,0.00426437535525038
"b0157",389.678330684992,-1.3309703182878,0.287926156159326,-4.62260996375507,3.78941817560682e-06,1.34741927082348e-05
"b0159",2409.9809392824,0.753937368649738,0.193035250727126,3.90569787543884,9.39538396078284e-05,0.00026762156802797
"b0161",2967.91934143106,-0.894227260219392,0.222607641160724,-4.01705554920171,5.89298367846436e-05,0.000173477007384079
"b0162",982.662611635629,-2.27058313758287,0.236958376764284,-9.58220244664127,9.49971746922032e-22,1.61838560258765e-20
"b0163",3253.43493178253,0.981192732306431,0.202099531731802,4.85499755441557,1.2038822923811e-06,4.64260789480058e-06
"b0164",187.897125293058,-1.03980840752439,0.30726022574686,-3.38412954360402,0.000714043048053967,0.00173978782874493
"b0166",4412.29695327774,1.11891070465447,0.1899372485949,5.89094931579692,3.83983322502806e-09,1.99126803674438e-08
"b0169",40637.143336125,-1.4166803629836,0.172953095488686,-8.1911246455619,2.58796397310684e-16,2.86635592008335e-15
"b0171",2044.82733497155,0.574508438367431,0.179288331085654,3.20438276651124,0.00135352399979607,0.00310892293088543
"b0173",2214.07540997272,0.820940384690662,0.189969247041039,4.32143832476902,1.5501538359144e-05,5.10539795958764e-05
"b0174",4177.62083374664,-0.59839922009048,0.185973489225478,-3.21765872427639,0.00129241495431021,0.00298282058551899
"b0175",2760.9377798975,-0.494064431411552,0.192393785048293,-2.56798540185452,0.0102291463724642,0.0195108088633063
"b0176",6026.33313600372,-0.555093972960852,0.180331377295199,-3.07818850655244,0.00208263129067074,0.00459802182525056
"b0183",683.472757257369,-0.66873497361548,0.218864856154073,-3.05546987015912,0.00224708179156555,0.00492361619825468
"b0184",5664.74078198843,-0.626528728786473,0.18442143476644,-3.39726631874402,0.000680626917543787,0.00166372333599018
"b0185",3478.33745484313,-0.444410693036376,0.175955213664673,-2.52570346612923,0.0115466897377312,0.021740371889683
"b0186",2400.51011699138,0.964462900508768,0.17344359755473,5.56067167716834,2.68738346775493e-08,1.26947446216218e-07
"b0187",528.958525963197,0.64781770421354,0.230801475255567,2.80681786585727,0.00500335220803582,0.0101892559128603
"b4406",844.461108779703,0.449472564410689,0.198232371278449,2.26740245052779,0.0233656519348644,0.0408561811655791
"b0192",1427.46541299274,0.495675264718932,0.190370015195046,2.60374652074845,0.00922109263224394,0.0177557307970852
"b0193",268.908900649342,-1.2396316970269,0.265863393420241,-4.66266408879937,3.12142023904392e-06,1.12978367355156e-05
"b0194",7681.21191003661,0.520555655556658,0.178080305111341,2.92315118862353,0.00346508220863205,0.00732015872959022
"b0196",435.397733169431,-0.502533627795979,0.230277023074948,-2.18230034888205,0.0290873732862741,0.0495138994704553
"b0197",1971.75055910687,1.19107597691892,0.244737242660078,4.86675409093024,1.13446041736808e-06,4.39085865919289e-06
"b0198",740.742412293921,1.76370282260486,0.339144971153319,5.20043925937362,1.98818086829753e-07,8.40026219453996e-07
"b0199",1552.0100700133,2.87660166730532,0.376501623230155,7.64034333404947,2.16643258527444e-14,2.04677216631051e-13
"b0200",46.518997523406,1.45741224912334,0.524375501257546,2.77932940350608,0.00544712568296275,0.0109979567573194
"b0207",127.664487743688,1.50556984084165,0.398582021119512,3.77731498428581,0.000158528188814701,0.000434697205528095
"b0208",477.836896495794,1.4999589292765,0.247643170845204,6.0569363740464,1.38738432165227e-09,7.51632732113531e-09
"b0209",2227.79326113455,1.93697969600807,0.181628832097925,10.6644945829071,1.49208054992072e-26,3.70140683787351e-25
"b0213",521.109809897561,0.556926842068026,0.240780304201629,2.31300829988842,0.0207221828135086,0.0367643243391483
"b0215",1152.9991280644,0.479404322664206,0.187969489873376,2.55043689796228,0.0107587998490777,0.0203744772141908
"b0217",142.416726506793,-3.64667940724811,0.579372488749139,-6.29418807082342,3.0901298968356e-10,1.84624380596853e-09
"b4586",28.980422883482,-2.97831484904116,0.843783089549633,-3.52971621015874,0.000416005635680103,0.0010587899026257
"b0219",1092.36715062655,1.17914003392728,0.192422787367992,6.12786068664664,8.90685190015382e-10,4.97797967858399e-09
"b0222",2147.23422360412,0.57225946444068,0.186764503810959,3.06406973896878,0.00218348003971445,0.00479696741358481
"b0226",1168.02181226432,1.31886310642333,0.202031646517631,6.52800256373811,6.66525563611353e-11,4.27746057615637e-10
"b0228",273.019673201765,0.852950521161643,0.339534959983023,2.51211398438703,0.0120010318940085,0.0225059139232468
"b0231",2102.88747521708,-1.63717438426093,0.196803355427741,-8.31883369418489,8.88330898058044e-17,1.02959007365088e-15
"b0234",85.1264655543744,-3.33253998795479,0.4725216987182,-7.05267080219788,1.75515760341016e-12,1.34636140210956e-11
"b0237",7031.12316162207,0.970916996022444,0.202431427042208,4.79627600421945,1.61642522743477e-06,6.14966440787291e-06
"b0238",953.54313652197,-1.71285558821049,0.209470935078528,-8.17705610359913,2.90862603426254e-16,3.19647451744604e-15
"b0239",2392.89822817115,1.37316467013617,0.212271737301187,6.46890013524417,9.87188076837174e-11,6.20392862510117e-10
"b0240",3062.61190886112,0.533863816264747,0.20087618198412,2.65767604198566,0.00786814854723625,0.0154664903324264
"b0241",68.0842066716425,-2.50649134551199,0.539643935374453,-4.64471326592925,3.40549099108544e-06,1.22217367040478e-05
"b0243",2343.7888703741,0.408379592130476,0.17577988596935,2.32324415207371,0.020166040123832,0.0358826938780601
"b0245",323.590992930177,-4.51574471532896,0.346189503516982,-13.0441410541133,6.86260461783288e-39,2.85403615576932e-37
"b0246",213.143794596568,-3.80480866386663,0.392819076390893,-9.68590603802672,3.46125773109658e-22,6.1177730397132e-21
"b4504",62.4745612064191,-4.48653678171394,0.693080993922021,-6.47332248475814,9.58710323110451e-11,6.03390087631236e-10
"b0247",175.320074981978,-3.78568248249545,0.429754083972444,-8.80895056889836,1.26322872030591e-18,1.72302772718253e-17
"b0248",429.469432706796,-1.38370796452251,0.298637231349528,-4.63340742301154,3.59695650710792e-06,1.28436780329561e-05
"b0249",217.361460365761,-1.35697809665353,0.389128037917797,-3.48722776162479,0.000488055525203481,0.00122722675632079
"b0250",645.174719644093,0.75660496875012,0.237893978756037,3.18042925132639,0.00147057042740883,0.00335119328905728
"b0251",82.0925161575979,-1.73812789001047,0.479190549633787,-3.62721654535717,0.000286493013547242,0.000747878992903017
"b0252",149.501579557222,-1.26008226669603,0.321158747787777,-3.92354956972462,8.72538022827229e-05,0.000250088263029264
"b0253",548.558421814014,-0.593278353928411,0.216425895079007,-2.74125401543024,0.00612051701266937,0.0122237444292577
"b0260",391.070897885447,1.65759396794921,0.272594948071103,6.08079489248952,1.19588190326968e-09,6.52886876920202e-09
"b0261",1461.93294936382,1.53081041499599,0.201481493456353,7.59777182874419,3.01272914862225e-14,2.82119140142507e-13
"b0262",206.067690395221,-1.0596709244809,0.336961826962157,-3.14478032729776,0.00166211584802274,0.00373843872073831
"b0264",14.554240282947,-2.33316487734782,0.975171183181802,-2.39256954838959,0.0167308568628838,0.0303300405180996
"b0266",140.245391265311,0.895823974940931,0.319002347260948,2.80820496348303,0.0049818508127199,0.0101552191963276
"b0271",478.100937094931,0.515767690407432,0.220642030343012,2.33757679625054,0.0194092128112204,0.0347107423040459
"b0272",368.13477300636,-1.72356984337245,0.300932365905411,-5.72743260163048,1.01961925066046e-08,5.0528327818945e-08
"b0277",143.978013773919,-1.67619970233172,0.386272163269067,-4.33942660570165,1.42854966560887e-05,4.74171180087075e-05
"b0278",36.2404185641772,-3.47343795383415,0.716120799307544,-4.8503520037301,1.23242561842755e-06,4.74405578345705e-06
"b0279",29.3166635761147,-2.48087732099663,0.738666811118524,-3.35858777415486,0.000783418369352018,0.00188928977986996
"b0283",390.615732537488,1.26211929687523,0.249764862196533,5.05323000911994,4.34400232684408e-07,1.7633739588969e-06
"b0284",847.555327311293,1.92294552624138,0.224266373778429,8.57438185602098,9.96203877527695e-18,1.25397532595623e-16
"b0285",229.396864892302,0.837985894794529,0.305845447948953,2.73989984292457,0.00614579095815251,0.0122626741507446
"b0286",175.154281240099,1.06749263851175,0.362026235193875,2.94866099397486,0.00319153858108809,0.00677602935984769
"b0287",189.622956378864,1.00348719494422,0.336373996931056,2.98324842020977,0.00285206400404891,0.0061134186483959
"b0288",62.0431783362267,-1.58284605575127,0.514107901917581,-3.07882071029717,0.00207821709692832,0.004591560898526
"b0301",39.3394920302393,-3.35565601056194,0.702612714095827,-4.77596824429834,1.78844616326704e-06,6.74363433295892e-06
"b0305",63.3584496561495,-2.40611869464938,0.498357587552074,-4.82809684200496,1.37844060422005e-06,5.27738722301575e-06
"b0308",141.053246323957,-0.975297970389111,0.380593572613858,-2.56257078565704,0.0103900405545375,0.0197378199876168
"b0310",27.2445132671323,-2.49180406624556,0.766536646395808,-3.25073051361839,0.00115108910689079,0.00269923714285834
"b0311",646.352187781579,1.04276972247528,0.318651555212097,3.27244510632063,0.00106621574734518,0.00251690996117877
"b0312",1163.88804638903,0.968988282119908,0.291777137854105,3.32098768685716,0.000896994945820578,0.00214369158319487
"b0314",1481.52782846334,1.12549151335071,0.26760773619192,4.20575103457972,2.60216568590721e-05,8.18871427271394e-05
"b0315",326.86827074737,-3.71261485006611,0.392318725550321,-9.46326190486644,2.98483597964685e-21,4.92672148858442e-20
"b0316",291.490757901684,-1.17757799424061,0.31309603638952,-3.76107601942172,0.000169183998562449,0.00046064089980867
"b0317",16.9305687996096,-4.77953487294604,1.34187170664537,-3.56184190282593,0.000368262130308376,0.000945050185582657
"b0322",75.8896082303549,1.06118297305677,0.431728392314034,2.4579874568103,0.0139718053912629,0.0258362678595193
"b0324",440.536623630339,0.951384442026679,0.234876033083971,4.05058119185173,5.10905781976552e-05,0.000151875425868573
"b0325",1643.993517778,0.57175505870397,0.249651484935161,2.29021292964657,0.0220089762707178,0.0388038559186969
"b0326",18.3172236800104,-3.23140133034775,1.0363552871783,-3.11804394721229,0.00182055654643952,0.00406035797581306
"b0327",7.26623990068963,-4.5295879490677,1.86832027046825,-2.42441728041224,0.015332975991345,0.028071853325544
"b0328",203.818567571889,-0.764804545934548,0.33136962280632,-2.30801043094274,0.0209985563347404,0.0371924325561456
"b0329",6374.92894732814,0.725847601601862,0.223887737337553,3.24201588811231,0.00118687405416927,0.00277242276309803
"b0331",3675.80073683283,5.41687937254523,1.88626082840823,2.8717552159085,0.0040819902179399,0.00852155635064028
"b0333",5132.2022588675,6.84927506854488,2.12267510073217,3.22671852427268,0.00125218574653914,0.00290419460733682
"b0334",12786.183787986,8.10701877502989,2.25188810241749,3.60009840912019,0.000318096768184725,0.000824796143422742
"b0335",19277.1333351699,7.85486014802885,2.19013676156569,3.5864701629014,0.000335184396163201,0.000866983053978231
"b0336",458.547467512216,-1.77836335781918,0.244406133914103,-7.27626319904141,3.43193709525669e-13,2.81591434392241e-12
"b0339",258.617967756704,2.66585836091252,0.373001915139215,7.14703665775427,8.86712048656847e-13,7.00452981452951e-12
"b0340",160.440550979634,3.01454104060304,0.339198786940947,8.88724003935741,6.26455725962661e-19,8.79942115739605e-18
"b0341",253.238547263576,1.90488979922611,0.317765410596683,5.99464175678911,2.03934505386681e-09,1.08543308889624e-08
"b0343",64.5231623848349,-1.46921944740278,0.525902810031986,-2.79370906444371,0.00521073349017548,0.0105677145998053
"b0345",846.718167735974,-0.743996463222114,0.214282057330596,-3.47204274819087,0.00051651408176648,0.00129113301994897
"b0352",110.43791643553,1.40409255712902,0.368368964819248,3.81164726463311,0.000138043774005195,0.000381984141767799
"b0353",187.352935737876,0.760514680033212,0.289754664806987,2.62468485378763,0.00867291999936794,0.0168146831066357
"b0355",419.861310805814,-1.1533472626691,0.279383021459653,-4.1281938202378,3.65623871972416e-05,0.000111581040640791
"b0363",52.0341428747592,-1.79165866814077,0.515513520170911,-3.47548337344629,0.000509933601714482,0.00127769541551851
"b0368",161.987443426168,-0.929637325632035,0.326353725388159,-2.84855741887531,0.00439179276799001,0.00910450968175024
"b4580",401.025105208399,-0.933719651012651,0.230066367781804,-4.05847955968165,4.93932558698298e-05,0.000147139179353805
"b0375",20.2148900595917,-4.02219117296491,1.02832144002914,-3.9114142877843,9.1757220433013e-05,0.000262231256193811
"b0376",953.572050202067,-0.9263516886583,0.250223368653404,-3.70209902313893,0.00021382312782392,0.000571542349230666
"b0380",356.8796127253,0.671263483110415,0.289089019324703,2.32199578067148,0.0202331628233894,0.0359719516751122
"b0383",983.077041705966,-1.16742694449601,0.216728882996131,-5.38657759112269,7.1811935984282e-08,3.18646686658289e-07
"b0384",1536.33383524073,0.980846161604741,0.206338997441313,4.75356657620533,1.99859250328738e-06,7.4696294263833e-06
"b0385",184.963492172057,-0.913476194552247,0.307407684475763,-2.97154638834108,0.00296304107809,0.00631660853909188
"b0387",1242.39608003399,1.36083291182278,0.207913507372691,6.54518760718825,5.94207440620028e-11,3.8365722421768e-10
"b0388",1594.71923862994,1.21353236982732,0.199026703476669,6.09733442110482,1.07851738347539e-09,5.94165031260076e-09
"b0389",1144.21704136402,0.842042422688125,0.200043074311347,4.20930554875182,2.56156787541155e-05,8.07293531017518e-05
"b0391",2008.14630468671,0.997872607361479,0.222229904309182,4.49027150717379,7.11324444961608e-06,2.4632149351242e-05
"b4732",60.8498991028111,-1.08600096238979,0.471214825138655,-2.30468335131484,0.0211843139830377,0.0374901376370654
"b0393",737.2084802059,-0.711472741390339,0.211096826041389,-3.37036209749001,0.000750694691426252,0.00182176595024609
"b0397",884.988226973739,0.646949018308608,0.20009056995789,3.23328090096781,0.00122377167159631,0.00285076300434462
"b0401",4283.33194976651,1.91329949455179,0.196318527949284,9.74589364813322,1.92081314002307e-22,3.46727205956504e-21
"b0404",380.54493782948,0.612609154536093,0.268261204529182,2.28362932915054,0.0223933245900958,0.0393996196230554
"b0405",894.227290019792,-1.25117753376539,0.207320348334292,-6.03499629350392,1.58966336280236e-09,8.56842691868819e-09
"b0406",2682.43124338579,-0.832864861510115,0.180137350362614,-4.62349901246782,3.77320538902216e-06,1.34277997149597e-05
"b0408",5255.96279795949,-0.471954869647543,0.193184851933409,-2.44302213617777,0.0145648438894773,0.0268043678000706
"b0411",2845.67623234559,-1.16783944687099,0.201378013134308,-5.79924008929467,6.66161000463504e-09,3.3601129179146e-08
"b0412",637.315122408811,0.707697944804959,0.299498939497457,2.36293973525395,0.0181306176476644,0.0326582080940095
"b0413",1825.68450787039,1.4251574549345,0.202917015744564,7.02335114532,2.16608905740821e-12,1.63788766159102e-11
"b0414",3707.32290655106,1.33955821482975,0.191798413970645,6.9841986025743,2.86486558666917e-12,2.1395703906075e-11
"b0415",2230.90786598018,0.573392374816642,0.192850576115502,2.97324688557438,0.00294667329945041,0.00629078416520818
"b0417",814.156988519891,0.727672396760507,0.2077328020252,3.50292486148737,0.00046017925408308,0.00116264466695678
"b0418",2189.75905016429,1.77734796632132,0.198494282044143,8.95415196859954,3.42356979799084e-19,4.8734171419722e-18
"b0419",6165.370984332,1.69436717268532,0.1898287359782,8.92576755544479,4.42619116632865e-19,6.25863430918871e-18
"b0423",1661.37921275185,-0.815840287396482,0.17954769676947,-4.54386384273132,5.52323415033717e-06,1.93792880609845e-05
"b0424",741.475761292128,1.04891412963473,0.201372999669115,5.20881216130387,1.90053393347582e-07,8.04597299980482e-07
"b0425",1220.34309011108,1.69569457515127,0.205927157729144,8.23443878821278,1.80401324351045e-16,2.04069978105902e-15
"b0426",3231.77475868418,1.07424613109565,0.174362730891416,6.16098477927964,7.22939407618548e-10,4.08894528949051e-09
"b0427",720.832023742087,-1.1392290178165,0.21293635129281,-5.35009175699616,8.79096482167178e-08,3.84446111067337e-07
"b0431",17171.1693225901,-0.830254830393959,0.196085217665236,-4.23415309057821,2.29414627630825e-05,7.32262490902906e-05
"b0432",9201.10534320243,-1.35334460280271,0.218184881280977,-6.20274234794427,5.54876426976563e-10,3.20679264745855e-09
"b0433",1019.98898650903,-1.0984703957463,0.229526478131856,-4.78581122616828,1.70298066146936e-06,6.44428542903929e-06
"b0434",1126.1343939903,-1.28710726235688,0.193137076724474,-6.66421633891171,2.66081277515047e-11,1.77750673892729e-10
"b0435",13761.1369349215,1.59440719412138,0.179751251879777,8.87007560418976,7.30962585928364e-19,1.01663714410102e-17
"b0436",14145.7131031115,-0.99286145285084,0.16595822487867,-5.9825986544307,2.19605415926003e-09,1.16591511183743e-08
"b0437",9836.31355124552,1.25511772596427,0.167579471997247,7.48968660066486,6.90382655727838e-14,6.2710989841488e-13
"b0438",20826.9423479598,1.19382864590392,0.17852357788257,6.68723235364016,2.27430633078388e-11,1.53380086727905e-10
"b0439",10245.2237360127,0.858256096628363,0.171009309725032,5.01876826477087,5.20038354062019e-07,2.08901770637413e-06
"b0445",782.82955559697,0.758283617663646,0.244436561158701,3.1021693893465,0.00192107998677121,0.00426437535525038
"b0446",793.202117697795,1.39001952791664,0.218808884463592,6.35266493554072,2.11616329302072e-10,1.28239495557055e-09
"b0447",796.043874177136,1.34401957975054,0.329151298229791,4.08328810179031,4.44029177364443e-05,0.000133397434162887
"b0448",1073.97309447521,0.597843768375811,0.265922862033835,2.2481849202561,0.0245644008406609,0.0427765090073103
"b0453",4031.24176537378,0.98435194146792,0.213986741385565,4.60006042941836,4.22368396375154e-06,1.49307228118617e-05
"b0454",822.805043023288,1.98647504163769,0.225902070271766,8.79352295996187,1.44941969247833e-18,1.97065331265804e-17
"b0459",676.404203315833,-1.90764506994305,0.258711252286815,-7.37364553370171,1.66024261757253e-13,1.41705214964641e-12
"b0460",959.851348180456,-0.58844044132238,0.229323353045522,-2.56598568574729,0.0102883073813198,0.0195884200680244
"b0463",2356.6968747784,-1.03136725871875,0.19063732192313,-5.41010148650022,6.29890429720295e-08,2.80377251088509e-07
"b0465",3780.87386530059,-0.512713639141248,0.193444024417176,-2.65044961035108,0.00803847172862466,0.0157574847841154
"b0468",532.513470835925,1.1140519353044,0.217058063839198,5.13250655423573,2.8590876864992e-07,1.19021098784393e-06
"b0469",1123.63592755422,-1.60840152070571,0.210948687065725,-7.62461024564035,2.44772800866127e-14,2.2971819054737e-13
"b0471",1588.24969057719,0.670597480790696,0.223656366754134,2.9983384355335,0.00271456042750294,0.00585274634671352
"b0472",1647.66258443227,0.513030461785038,0.181519138295711,2.82631609317837,0.00470867736336487,0.00968211797159175
"b0473",7182.27652452655,1.62165534716517,0.162976913328167,9.95021511973194,2.51638665769618e-23,4.87420648490739e-22
"b0474",3275.81676672252,-0.678044797967237,0.204884055605093,-3.30940734243443,0.000934937059850347,0.00222434268529735
"b0478",3234.09409992167,1.00385825766931,0.195996425852816,5.12181920308671,3.02601958860629e-07,1.25355225535819e-06
"b0479",457.420461712373,0.628381380275473,0.221090230746565,2.84219423967124,0.00448041849787914,0.00926666760994798
"b0480",2123.13803652793,0.887661025862436,0.202745720195993,4.37819858788801,1.19664289868399e-05,4.02550291531917e-05
"b0482",551.732535887142,0.731015463212136,0.246006745367158,2.97152609421793,0.0029632369148498,0.00631660853909188
"b0483",678.674096044338,1.51147982879287,0.282611683823608,5.34825669039308,8.88054567484606e-08,3.87564555068899e-07
"b0484",7290.16118117978,2.10035719149313,0.208024911061691,10.096661889067,5.71546462397117e-24,1.1712560838109e-22
"b0485",2642.91609195204,3.93499199755879,0.193400260399514,20.346363492118,5.00021113070273e-92,8.15803677555422e-90
"b0486",10665.2059973148,4.69595646340841,0.17143232201674,27.3924800653977,3.37086738525668e-165,1.78740243103235e-162
"b0487",2310.76609408497,2.68116856646342,0.19688438040217,13.6179851392308,3.13086742207541e-42,1.39801469520462e-40
"b0488",1197.0287656602,2.15659217548074,0.189414312394708,11.3855819458181,4.93377653904472e-30,1.46357203347047e-28
"b0489",2644.54937550787,2.4411741198559,0.187697922086084,13.0058665153272,1.13307236812666e-38,4.6216278707628e-37
"b0490",241.85067222351,1.70192239586877,0.273263112711279,6.22814539065493,4.71988965221318e-10,2.75402639679344e-09
"b0491",239.807191350029,1.20446683482987,0.270605224260606,4.45101101843441,8.54669559534537e-06,2.9475677004435e-05
"b0492",2355.96575081317,1.32033451077018,0.177673870343451,7.43122502041477,1.07596489093611e-13,9.60893277337049e-13
"b0493",662.502896264021,0.719185107141852,0.208720222143491,3.44568964020855,0.00056960414063512,0.00141560939371739
"b0494",684.17587686046,0.766612118646811,0.214030488808741,3.58178931849219,0.000341248945686005,0.000881057837857598
"b0495",565.058699976506,0.501511212152293,0.229746633878413,2.18288818289152,0.0290440454868502,0.0494599923545638
"b0496",1052.752908669,0.657512105370633,0.233997412018539,2.80991186910452,0.00495550676588325,0.0101082753270294
"b0498",13.3139042662306,-3.00424849151669,1.06777183425599,-2.81356783831072,0.00489950470449037,0.0100162404609389
"b0506",4721.08074526371,2.10494138417165,0.180651052873264,11.6519740720713,2.24204072782536e-31,7.26010440262226e-30
"b0523",268.795953829358,-1.03561459271284,0.270781346829252,-3.82454184839354,0.000131015491767615,0.000364199027574195
"b0525",2605.12635317238,1.01472957670742,0.203873146327728,4.97725960964094,6.44907993577338e-07,2.56873212089678e-06
"b0526",1405.50127543227,-0.634603336114283,0.185844629212364,-3.41469828212858,0.000638526994105827,0.0015702211646359
